"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","status"
"ZDHHC9",1266.57674496075,2.19665517690779,0.155321844297453,14.1426029728377,2.07466151003594e-45,1.77756192486089e-43,"UP"
"MS4A1",6590.94456688093,-17.4942275015314,1.2380552809698,-14.1304090135844,2.46707232207748e-45,2.10356649684384e-43,"DOWN"
"PHKA1",527.710527083514,4.86307787997046,0.344328775808337,14.1233559947293,2.72689527830226e-45,2.3139279645209e-43,"UP"
"KRT8",88372.6421206732,13.2816063010609,0.943819096367761,14.0721949282172,5.62946447246871e-45,4.75406927938147e-43,"UP"
"MX2",1021.29689347183,-12.2882870468947,0.874432560832179,-14.0528699379632,7.39743470564162e-45,6.21736774069403e-43,"DOWN"
"ELMO1",1747.02284359999,-7.9065818041943,0.562656891658567,-14.0522260038222,7.46501592780887e-45,6.24443275477851e-43,"DOWN"
"CTSL1",1327.0866644272,10.769977051166,0.7683290908479,14.0174011103505,1.22001127981228e-44,1.01094831402285e-42,"UP"
"SEPT1",697.803054274,-5.79405207025245,0.413337272620335,-14.0177343154207,1.2142976518124e-44,1.01094831402285e-42,"DOWN"
"CDS1",709.844670624511,8.57410240263233,0.611902247780767,14.0122093581592,1.31257160266034e-44,1.08256489658668e-42,"UP"
"TSC22D1",2867.56223968834,4.24564824037838,0.303961775619858,13.9677044316523,2.45409920768005e-44,2.01464423328153e-42,"UP"
"PVRL2",4285.11871404529,10.4970013352262,0.752214090078235,13.954805518379,2.94102879902531e-44,2.40320177327763e-42,"UP"
"KLF4",650.356473377063,8.03555573902357,0.576359004179559,13.9419280010418,3.52293256816384e-44,2.86542672018856e-42,"UP"
"GPR55",601.583218500777,-9.83386518519488,0.70558105732742,-13.9372579281583,3.76114838847811e-44,3.04514995672655e-42,"DOWN"
"WDR65",358.388529763257,-6.55232478213462,0.471486767199857,-13.8971552076607,6.59093148639823e-44,5.31186943995108e-42,"DOWN"
"ACVR1B",1030.47362507055,4.91312543448049,0.353821269179951,13.8858962488818,7.71295284670263e-44,6.18789171565007e-42,"UP"
"LAMP3",1541.20357770221,-7.80926563646398,0.562616751241631,-13.8802579539799,8.34431112725831e-44,6.66412178262937e-42,"DOWN"
"JPH4",1051.37473583038,-9.47200465201214,0.683045147442156,-13.8673185622979,9.99436652689547e-44,7.9459715855723e-42,"DOWN"
"TIMP2",1534.07914940706,9.76165186241846,0.704270614056628,13.8606547931781,1.09669233040915e-43,8.68009848956124e-42,"UP"
"CD48",5508.88584530594,-17.2353605896796,1.24390632658482,-13.855834817562,1.17285313112462e-43,9.24145435908462e-42,"DOWN"
"MIAT",4832.1033598169,-7.03419718992057,0.507883179725885,-13.8500298311062,1.2715927196578e-43,9.97493844531562e-42,"DOWN"
"FAM129C",381.005772772038,-8.05259664693329,0.581661060648704,-13.8441391245144,1.38024417505172e-43,1.07793405706473e-41,"DOWN"
"PTPN7",807.777589089116,-10.4606459479659,0.756713299715,-13.8237902676029,1.83165831527033e-43,1.4241748574679e-41,"DOWN"
"PROM2",1203.59215050724,9.33900688531592,0.676630264903803,13.8022305086274,2.47087365977387e-43,1.91275965328986e-41,"UP"
"LSP1",5760.45834817714,-15.4574261934451,1.12179813741761,-13.7791512375196,3.40248918323769e-43,2.62244253642555e-41,"DOWN"
"KIAA1671",1200.46008048341,6.58167067116891,0.477669196901249,13.7787211607232,3.42281793489565e-43,2.6266407196047e-41,"UP"
"FCER2",5323.87956973491,-15.3312520617333,1.11338132175491,-13.7699921510882,3.86255107447287e-43,2.95125655690243e-41,"DOWN"
"GPR126",755.896208133605,9.78357821893253,0.71057406583571,13.7685551574782,3.94014495380941e-43,2.99756717391104e-41,"UP"
"MYO1B",4946.12989606511,6.39244067105666,0.464535727296153,13.7609236393164,4.37896367760468e-43,3.31711197037436e-41,"UP"
"BTAF1",4607.21983385073,-2.5685285423377,0.18692969630568,-13.7406126105157,5.79830827414298e-43,4.37351030079588e-41,"DOWN"
"ANGPTL6",232.035067657228,-7.31752592360964,0.533455803055925,-13.7172112135455,8.00870299802176e-43,6.01504714532273e-41,"DOWN"
"SLC38A5",1128.95294856877,-6.2091852224057,0.453089982174567,-13.7040885181465,9.59648323510698e-43,7.17703089405247e-41,"DOWN"
"IKZF3",526.575766930271,-10.9910100100971,0.803337019105511,-13.6816924263434,1.30616771578349e-42,9.72736716606692e-41,"DOWN"
"DERL3",278.604623785809,-7.18009143754856,0.524895550590577,-13.6790861143136,1.3538350408153e-42,1.0039995155626e-40,"DOWN"
"ACTN1",14055.2946472749,9.668882380562,0.707768157110471,13.6610870147593,1.73376186132375e-42,1.28037225323699e-40,"UP"
"SMAP2",3350.94946456287,-3.13866544910152,0.230115497547869,-13.6395222509888,2.33082530019901e-42,1.71412777285469e-40,"DOWN"
"ICAM1",1678.9849470588,-5.01511382872602,0.367724787528874,-13.6382261920057,2.37261619952167e-42,1.7376214075335e-40,"DOWN"
"RBPMS",2803.53882342157,5.08435806333308,0.373526905570489,13.6117585842115,3.40940017813557e-42,2.48660798116086e-40,"UP"
"ASAP3",1190.32784404675,6.81477804063105,0.501777835300996,13.5812655745209,5.17248911774716e-42,3.75697254848713e-40,"UP"
"PMEPA1",4528.17606963085,6.61880462107865,0.487447020683974,13.578510771881,5.37073437822395e-42,3.88497794162511e-40,"UP"
"PCDH1",3793.12583325436,9.73469289740282,0.717342031881207,13.5705039782402,5.99086937761446e-42,4.3158712046896e-40,"UP"
"TUSC3",1307.95154953349,8.80344427974229,0.649314906057838,13.5580504892308,7.09980633839104e-42,5.09396674278869e-40,"UP"
"TYRO3",1909.23695158075,7.36423897296706,0.543326344886761,13.5539883944002,7.50395204026095e-42,5.36213576966015e-40,"UP"
"TRPV2",649.887651079052,-8.84347179062102,0.653950042413605,-13.5231611240233,1.14162745283418e-41,8.12488892843678e-40,"DOWN"
"TMEM54",1025.45668807537,7.26291546698084,0.537178637362188,13.5204845498796,1.18393404826563e-41,8.39214295256559e-40,"UP"
"C1orf38",767.305838783633,-5.40918272972456,0.400502356773797,-13.505994754432,1.44153388235341e-41,1.01772292094151e-39,"DOWN"
"CCL5",444.739357581364,-7.10104200598686,0.52590052747839,-13.502633359269,1.50884933953788e-41,1.0610036192368e-39,"DOWN"
"TOX",860.752969162346,-10.5652657548559,0.783165661925966,-13.4904609184138,1.77984362137597e-41,1.24659682211452e-39,"DOWN"
"MAP4K1",1756.01406438789,-7.42089403235856,0.550521244360217,-13.4797596067027,2.05776191597607e-41,1.43555327339832e-39,"DOWN"
"NAPSB",924.373340757526,-11.821526759259,0.877740798116485,-13.4681295259676,2.40891370979103e-41,1.67391051093747e-39,"DOWN"
"ADCY9",1118.05617344539,7.89428713231582,0.586487267847263,13.4602873158565,2.67872583756103e-41,1.85409847188048e-39,"UP"
"ZNF229",181.383411375515,5.70037306082979,0.423799206204433,13.4506459129139,3.05194673124485e-41,2.1041742111903e-39,"UP"
"POU2AF1",3715.38531302081,-12.0395974238698,0.897183800569302,-13.4193210089506,4.6596282593375e-41,3.20009489405864e-39,"DOWN"
"GNAQ",714.598137141296,8.12325531048492,0.605866656747144,13.4076619335649,5.45310069455837e-41,3.73051268445563e-39,"UP"
"RIPK4",778.274332581015,8.98974942978412,0.67053186410006,13.4068937079515,5.50986914677602e-41,3.75479499770644e-39,"UP"
"SASH1",785.801474451423,7.37543308425352,0.550410030704761,13.3998885790831,6.05539937416046e-41,4.11068457515124e-39,"UP"
"ITGB3",211.20624762528,-6.13051776743653,0.458186660406025,-13.3799568979244,7.91932838080273e-41,5.35540788969993e-39,"DOWN"
"ESRP2",2062.50176874859,8.00713213410783,0.598833391023619,13.3712185294491,8.90696376120347e-41,6.00030192310081e-39,"UP"
"FOSL2",1239.33640365917,5.6354897839535,0.421564615258389,13.3680332266486,9.29666169035264e-41,6.23901440436213e-39,"UP"
"TBC1D10C",347.91659957628,-7.74679899625249,0.580856891731886,-13.336846143212,1.41312579275436e-40,9.44760236443729e-39,"DOWN"
"ARHGAP30",2184.68942644225,-7.15652622773185,0.536666564190987,-13.3351445855774,1.44574142235986e-40,9.62918343571754e-39,"DOWN"
"MID2",316.825780629853,7.69958230090935,0.578391947275622,13.3120496182155,1.97002200573919e-40,1.30717625568785e-38,"UP"
"RAB32",492.362284266033,9.42191929518439,0.707790018347629,13.3117436682426,1.97810678553533e-40,1.30762489755425e-38,"UP"
"GBP4",364.453530414592,-8.86398101534559,0.668803320890227,-13.2534943210913,4.30673954087604e-40,2.83634152598739e-38,"DOWN"
"GPR183",1535.43080892338,-12.5603035953691,0.947811654495305,-13.2518982392733,4.39933159397063e-40,2.88655028377627e-38,"DOWN"
"HLA-L",275.702498274654,-3.5439878087057,0.267597938752429,-13.243703689304,4.90681025942765e-40,3.20760003995918e-38,"DOWN"
"NOD2",358.568083993661,-5.48436416908827,0.414121640990912,-13.2433652971269,4.92897406312319e-40,3.21019897469093e-38,"DOWN"
"FNBP1L",2312.9250098444,7.12094767793885,0.538244835733601,13.2299414786458,5.89332396418933e-40,3.82416058705668e-38,"UP"
"TTC7B",438.069208141683,6.76295921577374,0.51173656232018,13.2157045514023,7.12163449861751e-40,4.60428017950913e-38,"UP"
"BAIAP2",803.111911243189,5.54009605762387,0.419443525280788,13.2082049756643,7.86783264148841e-40,5.068147668696e-38,"UP"
"JUP",12290.3749311739,6.11958621852055,0.46333060767932,13.2078177376877,7.90840616012425e-40,5.07575886277066e-38,"UP"
"ABCA1",615.217061488736,6.6558878705934,0.503990224590406,13.2063828738001,8.06056850273668e-40,5.15467514758342e-38,"UP"
"IL2RB",1620.52752953858,-9.06031549420798,0.686616398238808,-13.1956002178916,9.30110795310203e-40,5.92651824448559e-38,"DOWN"
"MTSS1L",2255.19183589131,8.36346200926228,0.63422001485064,13.1870042152988,1.04246203986776e-39,6.61850899412446e-38,"UP"
"TGFB2",675.036134660752,8.77239372786641,0.665713126375831,13.1774384194941,1.18341134312095e-39,7.48645527099812e-38,"UP"
"B3GALTL",213.850550834878,4.36213510621548,0.331717958847372,13.1501324841522,1.69876540627573e-39,1.07082890788452e-37,"UP"
"IFIH1",1149.57613830746,-4.21583442892824,0.321220454965715,-13.124427052375,2.38580319990839e-39,1.49855610243356e-37,"DOWN"
"C5orf56",138.593823468353,-5.67928985703927,0.433203142324759,-13.1099922926729,2.88627752548819e-39,1.80648221010165e-37,"DOWN"
"LTB",324.26103009643,-8.84051801613714,0.676771364100759,-13.062783807178,5.37265759020792e-39,3.35079174795653e-37,"DOWN"
"HLA-DOA",2826.78725941577,-10.5691570505188,0.80934285609484,-13.0589366063179,5.65116454213928e-39,3.51207937213938e-37,"DOWN"
"GSN",5836.17054502111,4.86442703355002,0.372957051484362,13.042861139613,6.97881145308276e-39,4.32196568936529e-37,"UP"
"CCND1",11235.2394453271,6.26025271889889,0.480275210353768,13.0347196439467,7.76519171702723e-39,4.7921550281654e-37,"UP"
"RAVER2",516.50293393856,5.61717151253669,0.431080395830105,13.0304499273739,8.21219676133605e-39,5.05035793859168e-37,"UP"
"RAB25",1462.88675342098,10.9295935865384,0.842491844463162,12.9729369588174,1.74224411868423e-38,1.06772946856863e-36,"UP"
"LEPREL4",727.045697703076,5.87832010021585,0.453267152817439,12.9687758393193,1.83944590820718e-38,1.12339862560058e-36,"UP"
"FERMT3",1353.68590967089,-7.18835033611532,0.554473018492623,-12.964292393627,1.95021752107683e-38,1.18694273265538e-36,"DOWN"
"PPIC",714.083822494121,9.88625189639185,0.762673224741614,12.9626314071026,1.9929176047888e-38,1.2087627396743e-36,"UP"
"CD83",1494.41429349735,-5.3840007643614,0.416032460770405,-12.9412997110643,2.63139730843857e-38,1.59055351006646e-36,"DOWN"
"RFTN1",3961.98192757428,-5.61882873198531,0.435021071291545,-12.9162220011629,3.64609180784435e-38,2.19636588424754e-36,"DOWN"
"ITPRIPL1",305.59128514457,-8.97533020190822,0.695466807059439,-12.9054760210017,4.19216876897696e-38,2.51672716913073e-36,"DOWN"
"PRSS23",5480.76674205056,14.2632939807855,1.11056608520156,12.8432645034328,9.38326611878295e-38,5.61405583039047e-36,"UP"
"PRSS8",2231.25462581949,10.6018154411577,0.825623826109131,12.8409756427697,9.66487189696525e-38,5.76300638450799e-36,"UP"
"TACC2",1053.21505623016,8.88526742611035,0.692891110513608,12.8234686392846,1.21156720787383e-37,7.20005428248251e-36,"UP"
"PPP1R16B",3490.47435178709,-15.5322700197361,1.21172188324919,-12.8183457231018,1.29432590451654e-37,7.66605779017349e-36,"DOWN"
"DENND1C",791.97327243734,-4.58566192985256,0.357937360595978,-12.8113531435145,1.41642782738728e-37,8.36118767671756e-36,"DOWN"
"ALPK2",256.799585714953,-8.90702241196114,0.695404471047692,-12.8084054428668,1.47126881181179e-37,8.65596484282602e-36,"DOWN"
"FAM83D",1471.56006473685,2.06266186763735,0.161203672884991,12.795377615924,1.74004606281278e-37,1.01881395763434e-35,"UP"
"GRAP",317.260035325229,-9.679551883382,0.756496598885995,-12.7952351638275,1.74323974620719e-37,1.01881395763434e-35,"DOWN"
"WASF3",966.54857135071,5.97760639524594,0.467311270562937,12.7914877551426,1.82937925148098e-37,1.06562850787588e-35,"UP"
"FUT1",338.225088674802,5.94895279154503,0.465240381308176,12.7868367204446,1.94219522586519e-37,1.12762321501713e-35,"UP"
"GRB7",598.892023473703,6.12880844383174,0.480107285262356,12.7654976959632,2.55512256925325e-37,1.47460511623894e-35,"UP"
"RGS1",3738.8840832444,-16.6763114900636,1.30636253020621,-12.765454538436,2.5565391816947e-37,1.47460511623894e-35,"DOWN"
"CELSR2",11074.7712640738,10.2030382406311,0.799397445024672,12.7634111218809,2.62451389086064e-37,1.50888176461532e-35,"UP"
"AGAP1",1878.95258186519,8.13421517455522,0.63906937775424,12.7282192790081,4.12131580455335e-37,2.36172805033658e-35,"UP"
"CA2",1760.56347032651,8.53021636097859,0.670411259025795,12.7238560601954,4.35810669159878e-37,2.4893392591171e-35,"UP"
"CCL3",1989.40624058353,-15.7662341331497,1.24341821568208,-12.6797516188076,7.65741311698606e-37,4.35978521015496e-35,"DOWN"
"FNBP1",11916.394429212,-4.43963504854872,0.350557514541118,-12.6644983045371,9.30131012086751e-37,5.2787178017142e-35,"DOWN"
"FAM81A",294.715233215995,-4.38900364087105,0.346813095661392,-12.6552419610943,1.04652649566914e-36,5.92025405402573e-35,"DOWN"
"SLAMF1",2097.4898631989,-15.8423198347395,1.25216359072059,-12.6519569424811,1.09122438637427e-36,6.15338991038524e-35,"DOWN"
"ADORA2A",438.535923270613,-5.92512367997511,0.468488254977116,-12.6473259831552,1.15747624749212e-36,6.50619610453374e-35,"DOWN"
"PTTG1IP",5320.92257464935,2.20966514665161,0.174730316594421,12.6461462997325,1.17498252991929e-36,6.58363227081761e-35,"UP"
"RBFOX2",3349.06690587521,8.08420073728093,0.639320624661752,12.6449866083361,1.19244858627094e-36,6.66035365432979e-35,"UP"
"ST7",1085.31704050079,-2.3616517471986,0.186790152354483,-12.6433418326933,1.21766384895858e-36,6.77973720319208e-35,"DOWN"
"SNHG4",371.133197883513,-3.57025240108679,0.282553512145723,-12.6356681039784,1.34248990366602e-36,7.45124113198278e-35,"DOWN"
"ITGB2",1462.87255407685,-6.00946701646886,0.475669327709919,-12.6337072129521,1.37637686341015e-36,7.61537668940097e-35,"DOWN"
"NCF1C",491.880740050665,-10.5587459582703,0.836114667408387,-12.6283467685097,1.47341337105831e-36,8.12679562474348e-35,"DOWN"
"PLOD2",1585.42007202035,5.63991903497531,0.446723163246301,12.6250875239835,1.5357060933146e-36,8.44399144766437e-35,"UP"
"BTLA",911.266222995015,-11.0219698726161,0.873819234989638,-12.6135583096277,1.77781242915582e-36,9.74484142068332e-35,"DOWN"
"C2orf18",1099.01574921167,3.3597204896097,0.266478001561303,12.6078718315395,1.91083365400457e-36,1.04093253065372e-34,"UP"
"LYPD3",731.974335631175,7.5831758199727,0.601453380377673,12.6080857924698,1.90565396205571e-36,1.04093253065372e-34,"UP"
"RND3",940.375228909189,7.67538297419819,0.609361037348109,12.5957888735401,2.2272198764179e-36,1.2095517175008e-34,"UP"
"NOTCH3",6095.41008857576,10.415654062559,0.829609201695336,12.5548921603983,3.73690026107687e-36,2.02319906773027e-34,"UP"
"TXNRD3",236.910119929699,6.57539729161477,0.524372781057671,12.5395473013532,4.53579187713425e-36,2.44821793979876e-34,"UP"
"TRIM69",178.163583912915,-9.08918699242966,0.725112350186573,-12.5348671693304,4.81166973363062e-36,2.58920642678599e-34,"DOWN"
"POU6F1",200.287246847807,-4.4847124454221,0.358757671533527,-12.5006732991994,7.40216849232944e-36,3.97107215469953e-34,"DOWN"
"FXYD3",3603.89627395739,15.5033921286351,1.24087825086873,12.4938865821698,8.06170291093141e-36,4.31178958721028e-34,"UP"
"TSPAN6",1266.01023134155,7.11186151668697,0.569372603980507,12.4906984757743,8.39136840320812e-36,4.47455142950524e-34,"UP"
"TP53I11",2444.02904019703,10.4729214939868,0.84009272084372,12.4663876190579,1.13872195727707e-35,6.0537477548013e-34,"UP"
"DENND3",1762.15243809223,-3.87137403510686,0.310600468544768,-12.4641603190269,1.17098690254881e-35,6.20658223122716e-34,"DOWN"
"DLG5",4378.16851986818,4.25174779060594,0.341293620928647,12.4577417504526,1.26913686109596e-35,6.70666634680947e-34,"UP"
"CDR2L",1180.2211409761,9.54295977410066,0.766619392436922,12.448106411404,1.43202460067841e-35,7.54484603043996e-34,"UP"
"MTUS1",466.527580750826,8.95824607010006,0.720082642699488,12.4405804818692,1.57356177606416e-35,8.26588254390848e-34,"UP"
"TLN2",1181.66034024414,5.08243107366159,0.408700437887769,12.4355899884239,1.6749948318837e-35,8.77259904532562e-34,"UP"
"STAT1",9113.24909792134,-2.53816938637579,0.204219237488643,-12.4286498059075,1.82694012847042e-35,9.54008676553341e-34,"DOWN"
"TIAM2",481.599412461385,-4.74987765606782,0.383012941370557,-12.4013503018229,2.56956626398856e-35,1.33784202240113e-33,"DOWN"
"PSRC1",963.795866964219,3.9916362091445,0.322102650163569,12.3924351666075,2.8718808553022e-35,1.49084403223776e-33,"UP"
"AP1M2",3494.25653080611,12.2337225582199,0.989522609138659,12.3632572366071,4.13073168117052e-35,2.13804733644163e-33,"UP"
"HVCN1",1208.45765174966,-13.0846176259919,1.05883212871547,-12.3575940615493,4.43224473321803e-35,2.28740115617831e-33,"DOWN"
"FCGR2B",279.301700269452,-8.78613470445556,0.711523168369259,-12.3483466105433,4.97228131633124e-35,2.55862289309756e-33,"DOWN"
"TRIM2",978.428320922028,5.76537039524247,0.467112897545555,12.3425630624558,5.34275696152991e-35,2.74126919683148e-33,"UP"
"IGSF9",897.543957073209,8.07263388300527,0.655009648295309,12.3244503405631,6.68980721644697e-35,3.41257506850546e-33,"UP"
"SMARCA2",5514.25272850874,-3.07547426005793,0.249539506637189,-12.3245986236938,6.67751331407387e-35,3.41257506850546e-33,"DOWN"
"GRB10",2192.2294025634,7.7291527246563,0.628820696433637,12.291504984636,1.00615203800466e-34,5.11774739791996e-33,"UP"
"RASAL3",610.696046467775,-8.67180185172444,0.705785678994974,-12.286735350132,1.06729877156979e-34,5.41316762017437e-33,"DOWN"
"EFNB2",1129.47344602027,6.57826279218344,0.53570248983264,12.2796942650734,1.1643744313745e-34,5.88859848531804e-33,"UP"
"PIAS3",1862.53772211683,2.66519503496056,0.217301486743775,12.2649645655814,1.39673378679428e-34,7.04352895340542e-33,"UP"
"TNFRSF13B",1506.84729525049,-13.5145695658533,1.10197509871577,-12.2639518638879,1.41430500522748e-34,7.1118186160299e-33,"DOWN"
"MCOLN2",1238.92710433964,-5.97204028504382,0.487556495269689,-12.2489195467295,1.70248942863101e-34,8.53663023162991e-33,"DOWN"
"JAM2",154.5854694864,-7.23464752325201,0.59082214677172,-12.2450513454556,1.78564041340784e-34,8.9282020670392e-33,"DOWN"
"HLA-E",8428.31767608629,-2.62786498463279,0.215295555783688,-12.2058487230134,2.89276250648465e-34,1.44229543049305e-32,"DOWN"
"MFGE8",18996.4737981264,6.79157953709253,0.557816400787101,12.1752955408076,4.20866860056806e-34,2.09247889577539e-32,"UP"
